Longitud de onda [nm];Intensidad
3.552079163e+02;3.517929232e-03
3.554226379e+02;3.275777446e-03
3.556373901e+02;3.221965861e-03
3.558521423e+02;3.733175574e-03
3.560668945e+02;5.428238772e-03
3.562816772e+02;4.513442982e-03
3.564964600e+02;2.737662056e-03
3.567112427e+02;1.419279375e-03
3.569260864e+02;3.786986927e-03
3.571408997e+02;3.410306294e-03
3.573557434e+02;4.997746553e-03
3.575706177e+02;2.603133209e-03
3.577854919e+02;2.549321624e-03
3.580003662e+02;2.576227300e-03
3.582152710e+02;3.706269665e-03
3.584302063e+02;3.733175574e-03
3.586451111e+02;2.926002489e-03
3.588600769e+02;2.172640758e-03
3.590750427e+02;2.603133209e-03
3.592900085e+02;2.764567733e-03
3.595049744e+02;2.576227300e-03
3.597200012e+02;1.553808223e-03
3.599349976e+02;3.894610098e-03
3.601500244e+02;3.168154275e-03
3.603650818e+02;2.764567733e-03
3.605801392e+02;1.284750528e-03
3.607951965e+02;4.540348426e-03
3.610102844e+02;2.091923496e-03
3.612254028e+02;2.979813842e-03
3.614405212e+02;1.553808223e-03
3.616556396e+02;3.975327592e-03
3.618707886e+02;1.257844735e-03
3.620859375e+02;4.513442982e-03
3.623011169e+02;2.683850471e-03
3.625162964e+02;5.266804248e-03
3.627314758e+02;3.195060184e-03
3.629466858e+02;4.540348426e-03
3.631619263e+02;1.822865917e-03
3.633771667e+02;4.594160244e-03
3.635924072e+02;2.603133209e-03
3.638076782e+02;2.845284995e-03
3.640229797e+02;2.979813842e-03
3.642382813e+02;3.921515774e-03
3.644535828e+02;2.952908166e-03
3.646689148e+02;3.221965861e-03
3.648842468e+02;3.006719751e-03
3.650996094e+02;4.190573469e-03
3.653149719e+02;4.970840644e-03
3.655303345e+02;3.302683122e-03
3.657457275e+02;1.257844735e-03
3.659611511e+02;4.163668025e-03
3.661765747e+02;4.782500677e-03
3.663919983e+02;3.410306294e-03
3.666074524e+02;2.791473642e-03
3.668229370e+02;4.002233036e-03
3.670383911e+02;2.414792776e-03
3.672539063e+02;4.917029291e-03
3.674693909e+02;4.136762116e-03
3.676849365e+02;2.360981191e-03
3.679004517e+02;4.271290731e-03
3.681159973e+02;4.163668025e-03
3.683315735e+02;3.652458079e-03
3.685471497e+02;2.118829405e-03
3.687627258e+02;-6.793706561e-04
3.689783325e+02;3.813892836e-03
3.691939697e+02;4.325102549e-03
3.694096069e+02;6.073977333e-03
3.696252441e+02;2.630038885e-03
3.698409119e+02;2.414792776e-03
3.700565796e+02;1.607619692e-03
3.702722778e+02;6.235411856e-03
3.704879761e+02;3.221965861e-03
3.707036743e+02;3.087437013e-03
3.709194336e+02;4.775774141e-04
3.711351624e+02;3.840798512e-03
3.713509216e+02;3.652458079e-03
3.715666809e+02;3.968600940e-04
3.717824707e+02;1.795960125e-03
3.719982910e+02;4.970840644e-03
3.722141113e+02;2.522415947e-03
3.724299316e+02;4.782500677e-03
3.726457825e+02;2.118829405e-03
3.728616333e+02;3.006719751e-03
3.730774841e+02;9.887870401e-04
3.732933655e+02;1.795960125e-03
3.735092773e+02;3.464117879e-03
3.737251892e+02;3.275777446e-03
3.739411316e+02;3.491023555e-03
3.741570435e+02;1.419279375e-03
3.743730164e+02;2.118829405e-03
3.745889893e+02;4.082950298e-03
3.748049622e+02;2.872190904e-03
3.750209656e+02;6.073977333e-03
3.752369690e+02;1.473090844e-03
3.754530029e+02;3.302683122e-03
3.756690369e+02;2.065017819e-03
3.758850708e+02;4.352007993e-03
3.761011353e+02;2.226452343e-03
3.763172302e+02;4.190573469e-03
3.765333252e+02;2.764567733e-03
3.767494202e+02;5.455144681e-03
3.769655457e+02;2.630038885e-03
3.771816711e+02;2.952908166e-03
3.773978271e+02;3.302683122e-03
3.776139832e+02;3.356494708e-03
3.778301697e+02;3.302683122e-03
3.780463562e+02;2.710756147e-03
3.782625732e+02;3.248871537e-03
3.784787903e+02;4.056044854e-03
3.786950073e+02;2.334075514e-03
3.789112549e+02;5.428238772e-03
3.791275330e+02;5.428238772e-03
3.793437805e+02;4.109856207e-03
3.795600891e+02;8.811639273e-04
3.797763672e+02;2.226452343e-03
3.799927063e+02;2.630038885e-03
3.802090149e+02;3.410306294e-03
3.804253845e+02;4.782500677e-03
3.806417236e+02;4.217479378e-03
3.808580933e+02;1.580713899e-03
3.810744934e+02;4.594160244e-03
3.812908936e+02;3.060531337e-03
3.815072937e+02;3.006719751e-03
3.817237244e+02;2.892370103e-04
3.819401550e+02;2.872190904e-03
3.821566162e+02;1.553808223e-03
3.823730774e+02;2.145735081e-03
3.825895691e+02;2.892370103e-04
3.828060608e+02;5.186086986e-03
3.830225525e+02;1.204033149e-03
3.832390747e+02;4.029138945e-03
3.834556274e+02;2.145735081e-03
3.836721802e+02;4.056044854e-03
3.838887329e+02;6.659178180e-04
3.841053162e+02;4.109856207e-03
3.843218994e+02;1.365467790e-03
3.845385132e+02;4.728688858e-03
3.847551270e+02;1.984300558e-03
3.849717712e+02;2.334075514e-03
3.851884155e+02;2.360981191e-03
3.854050598e+02;4.917029291e-03
3.856217346e+02;2.334075514e-03
3.858384399e+02;5.562767852e-03
3.860551453e+02;1.338561997e-03
3.862718506e+02;2.737662056e-03
3.864885864e+02;3.168154275e-03
3.867053223e+02;3.571740817e-03
3.869220886e+02;3.248871537e-03
3.871388550e+02;3.625552403e-03
3.873556519e+02;2.979813842e-03
3.875724487e+02;1.769054332e-03
3.877892456e+02;3.141248599e-03
3.880060730e+02;3.248871537e-03
3.882229309e+02;4.082950298e-03
3.884397888e+02;2.253358252e-03
3.886566467e+02;4.002233036e-03
3.888735352e+02;4.782500677e-03
3.890904236e+02;5.508956034e-03
3.893073120e+02;1.607619692e-03
3.895242615e+02;3.302683122e-03
3.897411804e+02;3.087437013e-03
3.899581299e+02;1.311656204e-03
3.901751099e+02;4.325102549e-03
3.903920898e+02;1.069504302e-03
3.906090698e+02;2.468604362e-03
3.908260803e+02;2.603133209e-03
3.910430908e+02;2.952908166e-03
3.912601318e+02;1.365467790e-03
3.914771729e+02;1.876677386e-03
3.916942139e+02;4.405819811e-03
3.919113159e+02;3.437211970e-03
3.921283875e+02;2.710756147e-03
3.923454895e+02;2.226452343e-03
3.925625916e+02;3.161428031e-04
3.927797241e+02;3.302683122e-03
3.929968872e+02;2.199546667e-03
3.932140198e+02;1.769054332e-03
3.934312134e+02;2.926002489e-03
3.936483765e+02;5.697296467e-03
3.938655701e+02;2.145735081e-03
3.940827942e+02;1.795960125e-03
3.943000183e+02;2.495510038e-03
3.945172424e+02;4.997746553e-03
3.947344971e+02;4.863217939e-03
3.949517822e+02;4.997746553e-03
3.951690369e+02;1.957394648e-03
3.953863525e+02;3.302683122e-03
3.956036377e+02;4.109856207e-03
3.958209534e+02;5.535861943e-03
3.960382996e+02;3.168154275e-03
3.962556458e+02;3.114342690e-03
3.964730225e+02;1.607619692e-03
3.966903687e+02;3.302683122e-03
3.969077759e+02;1.876677386e-03
3.971251831e+02;5.616579205e-03
3.973425903e+02;1.042598509e-03
3.975600281e+02;3.733175574e-03
3.977774658e+02;1.715242746e-03
3.979949036e+02;5.428238772e-03
3.982123718e+02;3.894610098e-03
3.984298706e+02;1.957394648e-03
3.986473694e+02;2.118829405e-03
3.988648682e+02;5.105369724e-03
3.990823975e+02;3.248871537e-03
3.992999268e+02;6.047071423e-03
3.995174866e+02;1.769054332e-03
3.997350464e+02;4.082950298e-03
3.999526367e+02;2.683850471e-03
4.001702271e+02;4.863217939e-03
4.003878479e+02;3.598646726e-03
4.006054688e+02;5.024652462e-03
4.008230896e+02;3.598646726e-03
4.010407410e+02;5.482050590e-03
4.012583923e+02;1.742148539e-03
4.014760742e+02;3.491023555e-03
4.016937561e+02;4.082950298e-03
4.019114685e+02;5.320616066e-03
4.021291809e+02;2.791473642e-03
4.023468933e+02;5.562767852e-03
4.025646362e+02;4.163668025e-03
4.027824097e+02;3.975327592e-03
4.030001831e+02;7.661417592e-03
4.032179565e+02;3.786986927e-03
4.034357605e+02;8.145721629e-03
4.036535645e+02;4.082950298e-03
4.038713989e+02;5.804919638e-03
4.040892334e+02;4.809406120e-03
4.043070679e+02;7.365454454e-03
4.045249329e+02;4.513442982e-03
4.047428284e+02;6.612092722e-03
4.049607239e+02;6.020165980e-03
4.051786194e+02;6.504469551e-03
4.053965454e+02;4.082950298e-03
4.056144714e+02;6.073977333e-03
4.058324280e+02;3.544835141e-03
4.060503845e+02;7.096396759e-03
4.062683411e+02;7.634512149e-03
4.064863281e+02;8.226439357e-03
4.067043457e+02;4.701782949e-03
4.069223328e+02;7.365454454e-03
4.071403809e+02;3.221965861e-03
4.073583984e+02;5.589673761e-03
4.075764771e+02;6.020165980e-03
4.077945251e+02;7.473077625e-03
4.080126038e+02;4.594160244e-03
4.082307129e+02;9.894596413e-03
4.084488220e+02;7.795946673e-03
4.086669312e+02;8.468590677e-03
4.088850708e+02;7.607606240e-03
4.091032104e+02;8.979800157e-03
4.093213806e+02;7.311642636e-03
4.095395508e+02;1.105154492e-02
4.097577515e+02;8.091909811e-03
4.099759521e+02;1.126679126e-02
4.101941833e+02;1.070176996e-02
4.104124146e+02;9.894596413e-03
4.106306458e+02;1.140131988e-02
4.108489075e+02;1.056724042e-02
4.110671692e+02;1.121297944e-02
4.112854614e+02;1.384974457e-02
4.115037537e+02;1.158966031e-02
4.117220764e+02;1.107845083e-02
4.119403992e+02;1.056724042e-02
4.121587219e+02;1.164347120e-02
4.123770752e+02;1.132060215e-02
4.125954285e+02;1.403808501e-02
4.128138123e+02;1.161656622e-02
4.130321960e+02;1.710534282e-02
4.132506104e+02;1.323091239e-02
4.134690247e+02;1.645960473e-02
4.136874695e+02;1.527575031e-02
4.139059143e+02;1.627126336e-02
4.141243591e+02;1.586767659e-02
4.143428345e+02;1.702462509e-02
4.145613403e+02;1.621745154e-02
4.147798157e+02;1.982282475e-02
4.149983521e+02;2.076452784e-02
4.152168579e+02;1.998426020e-02
4.154353943e+02;1.785870455e-02
4.156539612e+02;2.224434540e-02
4.158725281e+02;2.103358507e-02
4.160910950e+02;2.353582159e-02
4.163096924e+02;2.028022334e-02
4.165282898e+02;2.332057618e-02
4.167469177e+02;2.679141983e-02
4.169655457e+02;2.582281269e-02
4.171842041e+02;2.576900087e-02
4.174028625e+02;2.741025202e-02
4.176215210e+02;2.864791825e-02
4.178402100e+02;2.641473897e-02
4.180589294e+02;2.827123739e-02
4.182776489e+02;3.203804418e-02
4.184963684e+02;3.066585027e-02
4.187151184e+02;2.988558263e-02
4.189338684e+02;3.480933979e-02
4.191526184e+02;3.362548351e-02
4.193713989e+02;3.378691897e-02
4.195902100e+02;3.612772003e-02
4.198090210e+02;3.548198193e-02
4.200278320e+02;3.881829977e-02
4.202466736e+02;3.833399341e-02
4.204655151e+02;3.857614845e-02
4.206843872e+02;4.126672447e-02
4.209032593e+02;4.199317843e-02
4.211221313e+02;4.016358778e-02
4.213410339e+02;4.632500932e-02
4.215599365e+02;4.584070295e-02
4.217788696e+02;4.855818674e-02
4.219978333e+02;4.565236345e-02
4.222167664e+02;5.119495094e-02
4.224357300e+02;5.044158921e-02
4.226547241e+02;5.181378499e-02
4.228737183e+02;5.270167440e-02
4.230927124e+02;5.404696241e-02
4.233117371e+02;5.668373033e-02
4.235307922e+02;6.063887849e-02
4.237498169e+02;6.028910354e-02
4.239689026e+02;6.034291536e-02
4.241879578e+02;6.507833302e-02
4.244070435e+02;6.658504903e-02
4.246261597e+02;6.532048434e-02
4.248452759e+02;7.091688365e-02
4.250643921e+02;7.051329315e-02
4.252835388e+02;7.196620852e-02
4.255026855e+02;7.105141133e-02
4.257218628e+02;7.670161873e-02
4.259410400e+02;7.898861170e-02
4.261602478e+02;7.775094360e-02
4.263794556e+02;8.732940257e-02
4.265986633e+02;8.089891821e-02
4.268179016e+02;8.149085194e-02
4.270371399e+02;8.958948404e-02
4.272564087e+02;8.891683817e-02
4.274756775e+02;9.362535179e-02
4.276949768e+02;9.545494616e-02
4.279142761e+02;9.779574722e-02
4.281335754e+02;9.922175109e-02
4.283529053e+02;1.023966298e-01
4.285722656e+02;1.017508954e-01
4.287915955e+02;1.100378707e-01
4.290109863e+02;1.113293469e-01
4.292303467e+02;1.133203730e-01
4.294497375e+02;1.160916686e-01
4.296691589e+02;1.194279864e-01
4.298885803e+02;1.217956915e-01
4.301080017e+02;1.268270761e-01
4.303274536e+02;1.314817667e-01
4.305469055e+02;1.333651692e-01
4.307663879e+02;1.320737004e-01
4.309858704e+02;1.419481188e-01
4.312053833e+02;1.404144764e-01
4.314248962e+02;1.489705145e-01
4.316444092e+02;1.474099904e-01
4.318639526e+02;1.550512165e-01
4.320834961e+02;1.585220695e-01
4.323030701e+02;1.634996384e-01
4.325226440e+02;1.637686938e-01
4.327422485e+02;1.661902070e-01
4.329618530e+02;1.745040864e-01
4.331814575e+02;1.714099348e-01
4.334010925e+02;1.778135002e-01
4.336207581e+02;1.802888364e-01
4.338403931e+02;1.854816526e-01
4.340600891e+02;1.860466748e-01
4.342797546e+02;1.966206282e-01
4.344994507e+02;1.947910488e-01
4.347191772e+02;2.041811496e-01
4.349389038e+02;2.076520026e-01
4.351586304e+02;2.131676823e-01
4.353783875e+02;2.169613987e-01
4.355981445e+02;2.173649818e-01
4.358179321e+02;2.254098058e-01
4.360377197e+02;2.342348993e-01
4.362575378e+02;2.369254827e-01
4.364773560e+02;2.401003540e-01
4.366971741e+02;2.459120005e-01
4.369170227e+02;2.512124479e-01
4.371368713e+02;2.606025636e-01
4.373567505e+02;2.577774525e-01
4.375766296e+02;2.662258744e-01
4.377965088e+02;2.692931294e-01
4.380164185e+02;2.760195732e-01
4.382363586e+02;2.822616994e-01
4.384562988e+02;2.864320874e-01
4.386762390e+02;2.913020253e-01
4.388962097e+02;2.986204028e-01
4.391161804e+02;3.045934737e-01
4.393361511e+02;3.115620911e-01
4.395561523e+02;3.084948361e-01
4.397761841e+02;3.188535571e-01
4.399962158e+02;3.218939006e-01
4.402162476e+02;3.274364769e-01
4.404363098e+02;3.344050944e-01
4.406563721e+02;3.420194089e-01
4.408764343e+02;3.469431698e-01
4.410965271e+02;3.522436023e-01
4.413166504e+02;3.511404693e-01
4.415367737e+02;3.613377512e-01
4.417568970e+02;3.671225011e-01
4.419770508e+02;3.705933392e-01
4.421972046e+02;3.794991374e-01
4.424173889e+02;3.793108165e-01
4.426375732e+02;3.862794042e-01
4.428577576e+02;3.983601034e-01
4.430779724e+02;4.009699523e-01
4.432981873e+02;4.071851969e-01
4.435184326e+02;4.047905803e-01
4.437386780e+02;4.150416851e-01
4.439589539e+02;4.188353717e-01
4.441792297e+02;4.279564321e-01
4.443995056e+02;4.301358163e-01
4.446198120e+02;4.373196363e-01
4.448401184e+02;4.364855587e-01
4.450604553e+02;4.420012534e-01
4.452807922e+02;4.451223314e-01
4.455011597e+02;4.512837529e-01
4.457215271e+02;4.585483074e-01
4.459418945e+02;4.613195956e-01
4.461622925e+02;4.627456069e-01
4.463827209e+02;4.683150947e-01
4.466031189e+02;4.678038955e-01
4.468235779e+02;4.730774164e-01
4.470440063e+02;4.773285389e-01
4.472644653e+02;4.768980443e-01
4.474849548e+02;4.741536379e-01
4.477054138e+02;4.807724655e-01
4.479259338e+02;4.763061106e-01
4.481464539e+02;4.948710799e-01
4.483669739e+02;4.877141416e-01
4.485874939e+02;4.890863597e-01
4.488080444e+02;4.922881424e-01
4.490286255e+02;4.896513820e-01
4.492492065e+02;4.892746806e-01
4.494697876e+02;4.869338870e-01
4.496903992e+02;4.937948585e-01
4.499110107e+02;4.876603484e-01
4.501316223e+02;4.893015921e-01
4.503522644e+02;4.842163920e-01
4.505729370e+02;4.864226878e-01
4.507936096e+02;4.898935258e-01
4.510142822e+02;4.841625988e-01
4.512349854e+02;4.807993770e-01
4.514556885e+02;4.816872478e-01
4.516763916e+02;4.790235758e-01
4.518971252e+02;4.720280766e-01
4.521178894e+02;4.702792168e-01
4.523386536e+02;4.671850502e-01
4.525594177e+02;4.616693556e-01
4.527802124e+02;4.559653401e-01
4.530010071e+02;4.519025683e-01
4.532218018e+02;4.481626749e-01
4.534426270e+02;4.477860034e-01
4.536634827e+02;4.393914044e-01
4.538843384e+02;4.338218868e-01
4.541051941e+02;4.281178713e-01
4.543260498e+02;4.227098227e-01
4.545469666e+02;4.188084900e-01
4.547678528e+02;4.079923630e-01
4.549887695e+02;4.043331742e-01
4.552096863e+02;3.994363248e-01
4.554306335e+02;3.863870203e-01
4.556515808e+02;3.904497921e-01
4.558725586e+02;3.812480271e-01
4.560935364e+02;3.798758388e-01
4.563145447e+02;3.771045208e-01
4.565355530e+02;3.641359508e-01
4.567565613e+02;3.664229512e-01
4.569776001e+02;3.630328178e-01
4.571986389e+02;3.490956426e-01
4.574196777e+02;3.470238745e-01
4.576407471e+02;3.415082097e-01
4.578618469e+02;3.387369215e-01
4.580829468e+02;3.322526217e-01
4.583040466e+02;3.258490562e-01
4.585251770e+02;3.106741905e-01
4.587463074e+02;3.104051352e-01
4.589674683e+02;3.073647916e-01
4.591886292e+02;3.052392304e-01
4.594097900e+02;2.997235358e-01
4.596309814e+02;3.036248684e-01
4.598521729e+02;2.909522653e-01
4.600733948e+02;2.850598991e-01
4.602946167e+02;2.796518505e-01
4.605158691e+02;2.839567661e-01
4.607370911e+02;2.717953622e-01
4.609583740e+02;2.725218236e-01
4.611796570e+02;2.724410892e-01
4.614009399e+02;2.658760846e-01
4.616222534e+02;2.672213614e-01
4.618435669e+02;2.556518912e-01
4.620648804e+02;2.592303753e-01
4.622862244e+02;2.526115477e-01
4.625075684e+02;2.431945205e-01
4.627289429e+02;2.466115505e-01
4.629503174e+02;2.436788231e-01
4.631717224e+02;2.393739074e-01
4.633931274e+02;2.358492464e-01
4.636145325e+02;2.322976887e-01
4.638359680e+02;2.347730100e-01
4.640574341e+02;2.315174192e-01
4.642788696e+02;2.270779610e-01
4.645003357e+02;2.245219201e-01
4.647218323e+02;2.189524174e-01
4.649433289e+02;2.173111737e-01
4.651648254e+02;2.172304541e-01
4.653863525e+02;2.096161246e-01
4.656078796e+02;2.072484195e-01
4.658294373e+02;2.056609690e-01
4.660509949e+02;2.070869803e-01
4.662725830e+02;1.972932816e-01
4.664941711e+02;1.930690706e-01
4.667157593e+02;1.957327425e-01
4.669373779e+02;1.948717535e-01
4.671589966e+02;1.943874508e-01
4.673806458e+02;1.848089993e-01
4.676022949e+02;1.841632575e-01
4.678239441e+02;1.898134798e-01
4.680456238e+02;1.786475778e-01
4.682673035e+02;1.771946698e-01
4.684890137e+02;1.781901866e-01
4.687107239e+02;1.763336807e-01
4.689324646e+02;1.703875065e-01
4.691541748e+02;1.712484956e-01
4.693759460e+02;1.650601625e-01
4.695977173e+02;1.618314683e-01
4.698194885e+02;1.591678113e-01
4.700412903e+02;1.631767601e-01
4.702630920e+02;1.589525640e-01
4.704848938e+02;1.534099728e-01
4.707067261e+02;1.474637985e-01
4.709285583e+02;1.501274705e-01
4.711504211e+02;1.460915953e-01
4.713722839e+02;1.480288208e-01
4.715941772e+02;1.477866620e-01
4.718160706e+02;1.450153738e-01
4.720379639e+02;1.402261406e-01
4.722598877e+02;1.470871121e-01
4.724818115e+02;1.352216750e-01
4.727037659e+02;1.355983466e-01
4.729257202e+02;1.292216778e-01
4.731476746e+02;1.313472390e-01
4.733696594e+02;1.305400729e-01
4.735916748e+02;1.272037476e-01
4.738136597e+02;1.272037476e-01
4.740357056e+02;1.240019649e-01
4.742577209e+02;1.188898683e-01
4.744797668e+02;1.212037653e-01
4.747018433e+02;1.177598238e-01
4.749238892e+02;1.179212630e-01
4.751459961e+02;1.167104989e-01
4.753680725e+02;1.139661148e-01
4.755901794e+02;1.123248637e-01
4.758123169e+02;1.122441441e-01
4.760344543e+02;1.129167899e-01
4.762565918e+02;1.083428040e-01
4.764787598e+02;1.035535783e-01
4.767009277e+02;1.079123169e-01
4.769231262e+02;1.075894460e-01
4.771453247e+02;1.056522280e-01
4.773675232e+02;1.041455045e-01
4.775897522e+02;1.051410213e-01
4.778119812e+02;1.011320576e-01
4.780342407e+02;9.903340787e-02
4.782565002e+02;9.959843010e-02
4.784787598e+02;1.014549285e-01
4.787010498e+02;9.854910523e-02
4.789233704e+02;9.749978036e-02
4.791456604e+02;1.006477550e-01
4.793680115e+02;9.841457754e-02
4.795903320e+02;9.532041103e-02
4.798126831e+02;9.470158070e-02
4.800350647e+02;9.505135566e-02
4.802574158e+02;9.472848475e-02
4.804798279e+02;9.577780962e-02
4.807022095e+02;9.109620750e-02
4.809246216e+02;9.367915988e-02
4.811470642e+02;9.230697155e-02
4.813695068e+02;9.381368756e-02
4.815919495e+02;9.131145477e-02
4.818144226e+02;9.139217436e-02
4.820368958e+02;9.319485724e-02
4.822593994e+02;9.163432568e-02
4.824818726e+02;9.179575741e-02
4.827044067e+02;8.800204843e-02
4.829269409e+02;9.314104915e-02
4.831494751e+02;9.031593800e-02
4.833720398e+02;8.980473131e-02
4.835946045e+02;8.993925899e-02
4.838171692e+02;9.155360609e-02
4.840397644e+02;9.136526287e-02
4.842623596e+02;8.872850239e-02
4.844849854e+02;8.773298562e-02
4.847076111e+02;8.915898949e-02
4.849302368e+02;8.307828754e-02
4.851528931e+02;8.789442480e-02
4.853755798e+02;8.840563148e-02
4.855982666e+02;8.794823289e-02
4.858209534e+02;8.619935811e-02
4.860436401e+02;8.827110380e-02
4.862663574e+02;8.929352462e-02
4.864891052e+02;8.722177893e-02
4.867118530e+02;8.859397471e-02
4.869346008e+02;8.905137330e-02
4.871573486e+02;9.058500081e-02
4.873801270e+02;9.176885337e-02
4.876029358e+02;9.375987947e-02
4.878257446e+02;9.214553237e-02
4.880485535e+02;8.942805231e-02
4.882713928e+02;9.195719659e-02
4.884942322e+02;9.034284949e-02
4.887170715e+02;9.324867278e-02
4.889399414e+02;8.950876445e-02
4.891628418e+02;9.521278739e-02
4.893857422e+02;9.174194932e-02
4.896086426e+02;9.303342551e-02
4.898315430e+02;9.338320047e-02
4.900544739e+02;9.583162516e-02
4.902774353e+02;9.542803466e-02
4.905003967e+02;9.658498317e-02
4.907233582e+02;9.887197614e-02
4.909463196e+02;9.857600927e-02
4.911693420e+02;9.731144458e-02
4.913923340e+02;1.019661427e-01
4.916153564e+02;1.003517956e-01
4.918383789e+02;9.655807912e-02
4.920614319e+02;9.860292077e-02
4.922844849e+02;1.037150174e-01
4.925075684e+02;1.044683754e-01
4.927306213e+02;1.018585190e-01
4.929537354e+02;1.074011028e-01
4.931768494e+02;1.058943793e-01
4.933999634e+02;1.042531282e-01
4.936230774e+02;1.039840728e-01
4.938462219e+02;1.046567187e-01
4.940693970e+02;1.091230735e-01
4.942925415e+02;1.085849553e-01
4.945157471e+02;1.093921289e-01
4.947389221e+02;1.096342802e-01
4.949621277e+02;1.118674651e-01
4.951853638e+02;1.093114167e-01
4.954085999e+02;1.137239635e-01
4.956318359e+02;1.124055758e-01
4.958551025e+02;1.161185727e-01
4.960783691e+02;1.086118668e-01
4.963016357e+02;1.183786616e-01
4.965249329e+02;1.181095988e-01
4.967482300e+02;1.201544404e-01
4.969715576e+02;1.209347099e-01
4.971948853e+02;1.229795441e-01
4.974182434e+02;1.226566732e-01
4.976416016e+02;1.243248358e-01
4.978649597e+02;1.232485995e-01
4.980883484e+02;1.239481494e-01
4.983117371e+02;1.266118288e-01
4.985351257e+02;1.310781837e-01
4.987585449e+02;1.293023974e-01
4.989819946e+02;1.304593533e-01
4.992054443e+02;1.320198774e-01
4.994288940e+02;1.336342245e-01
4.996523438e+02;1.335804164e-01
4.998758545e+02;1.350871474e-01
5.000993347e+02;1.353023946e-01
5.003228455e+02;1.375086606e-01
5.005463562e+02;1.400647014e-01
5.007698975e+02;1.368629187e-01
5.009934387e+02;1.383158267e-01
5.012169800e+02;1.417328715e-01
5.014405518e+02;1.429974437e-01
5.016641235e+02;1.472216398e-01
5.018877258e+02;1.409526020e-01
5.021113281e+02;1.470871121e-01
5.023349609e+02;1.444234401e-01
5.025585938e+02;1.480288208e-01
5.027822266e+02;1.456342041e-01
5.030058899e+02;1.504503340e-01
5.032295532e+02;1.509077400e-01
5.034532166e+02;1.534368694e-01
5.036769104e+02;1.561543643e-01
5.039006042e+02;1.545938253e-01
5.041243286e+02;1.600018889e-01
5.043480530e+02;1.579301357e-01
5.045718079e+02;1.580377668e-01
5.047955627e+02;1.585758775e-01
5.050193176e+02;1.647642106e-01
5.052431030e+02;1.623964906e-01
5.054668884e+02;1.612126380e-01
5.056907043e+02;1.643337160e-01
5.059145203e+02;1.665399820e-01
5.061383362e+02;1.656520963e-01
5.063621826e+02;1.698763072e-01
5.065860291e+02;1.675354987e-01
5.068099060e+02;1.655444652e-01
5.070337830e+02;1.752843559e-01
5.072576599e+02;1.726475954e-01
5.074815674e+02;1.749884039e-01
5.077054749e+02;1.721902043e-01
5.079294128e+02;1.795354784e-01
5.081533508e+02;1.816341281e-01
5.083773193e+02;1.774368286e-01
5.086012573e+02;1.812574416e-01
5.088252563e+02;1.818762720e-01
5.090492249e+02;1.817686558e-01
5.092732239e+02;1.882260293e-01
5.094972534e+02;1.881453246e-01
5.097212830e+02;1.849704385e-01
5.099453125e+02;1.857507080e-01
5.101693726e+02;1.919390261e-01
5.103934326e+02;1.897327602e-01
5.106174927e+02;1.902170628e-01
5.108415833e+02;1.921273768e-01
5.110656738e+02;1.950601041e-01
5.112897949e+02;1.950601041e-01
5.115139160e+02;1.979390234e-01
5.117380676e+02;1.981811672e-01
5.119622192e+02;2.028627694e-01
5.121863403e+02;2.019748837e-01
5.124105225e+02;2.020824999e-01
5.126347046e+02;2.002529204e-01
5.128589478e+02;2.043156922e-01
5.130831299e+02;2.077596188e-01
5.133073730e+02;2.058762163e-01
5.135316162e+02;2.092125416e-01
5.137558594e+02;2.128179073e-01
5.139801025e+02;2.103694826e-01
5.142043457e+02;2.115264386e-01
5.144286499e+02;2.138134241e-01
5.146529541e+02;2.133560181e-01
5.148772583e+02;2.106385380e-01
5.151015625e+02;2.179838121e-01
5.153259277e+02;2.143515348e-01
5.155502319e+02;2.123605162e-01
5.157745972e+02;2.173380703e-01
5.159989624e+02;2.212663144e-01
5.162233887e+02;2.275891751e-01
5.164477539e+02;2.194905430e-01
5.166721802e+02;2.169613987e-01
5.168966064e+02;2.244681120e-01
5.171210327e+02;2.215353847e-01
5.173454590e+02;2.234187871e-01
5.175698853e+02;2.241183370e-01
5.177943726e+02;2.251407504e-01
5.180188599e+02;2.260017395e-01
5.182433472e+02;2.235533148e-01
5.184678345e+02;2.243604809e-01
5.186923828e+02;2.292573303e-01
5.189169312e+02;2.315712273e-01
5.191414185e+02;2.307371497e-01
5.193660278e+02;2.258941084e-01
5.195905762e+02;2.291497141e-01
5.198151245e+02;2.320017219e-01
5.200397339e+02;2.343425304e-01
5.202643433e+02;2.313290834e-01
5.204889526e+02;2.321631610e-01
5.207135620e+02;2.360644937e-01
5.209382324e+02;2.335353494e-01
5.211628418e+02;2.374097854e-01
5.213875122e+02;2.336429805e-01
5.216121826e+02;2.392393798e-01
5.218369141e+02;2.354456633e-01
5.220615845e+02;2.397774905e-01
5.222863159e+02;2.366833240e-01
5.225110474e+02;2.395891547e-01
5.227357788e+02;2.460734397e-01
5.229605103e+02;2.342618108e-01
5.231852417e+02;2.389972210e-01
5.234100342e+02;2.434366792e-01
5.236348267e+02;2.484142482e-01
5.238596191e+02;2.378940880e-01
5.240844116e+02;2.416878045e-01
5.243092651e+02;2.442438453e-01
5.245340576e+02;2.379748076e-01
5.247589111e+02;2.442976534e-01
5.249837646e+02;2.407730073e-01
5.252086792e+02;2.404770404e-01
5.254335327e+02;2.438133508e-01
5.256584473e+02;2.453469783e-01
