Longitud de onda [nm],Intensidad relativa [%]
400.58620689655174,0.048464625316234834
401.82758620689657,0.0500799674314461
403.0689655172414,0.0500799674314461
404.3103448275862,0.0500799674314461
405.55172413793105,0.0500799674314461
406.7931034482759,0.051157346826019946
408.0344827586207,0.051157346826019946
409.2758620689655,0.051157346826019946
410.51724137931035,0.0527726889412312
411.7586206896552,0.0527726889412312
413.0,0.05546541045101631
414.2413793103448,0.05708075256622757
415.48275862068965,0.06192823286516036
416.7241379310345,0.06515891709558287
417.9655172413793,0.0705443601151531
419.2068965517241,0.08077582948035708
420.44827586206895,0.0893905027770508
421.6896551724138,0.09746866730640612
422.9310344827586,0.10123876821076506
424.17241379310343,0.11147023757596905
425.41379310344826,0.1211622902672366
426.6551724137931,0.13300910174765185
427.8965517241379,0.1394719241617959
429.13793103448273,0.14539532990200355
430.37931034482756,0.15616476198784493
431.62068965517244,0.16424292651720027
432.86206896551727,0.179320422228038
434.1034482758621,0.19062927098781587
435.3448275862069,0.21109220971822382
436.58620689655174,0.22940184361278312
437.82758620689657,0.24447933932362093
439.0689655172414,0.2547108086888249
440.3103448275862,0.2681729622844514
441.55172413793105,0.27463578469859545
442.7931034482759,0.2784044316496554
444.0344827586207,0.27732850620838057
445.2758620689655,0.28055919043880306
446.51724137931035,0.27732850620838057
447.7586206896552,0.2810971531594405
449.0,0.2800212277181657
450.2413793103448,0.25901887231382126
451.48275862068965,0.2498647823431911
452.7241379310345,0.24824944022797987
453.9655172413793,0.23855593358341326
455.2068965517241,0.230479223007357
456.44827586206895,0.2180929948530053
457.6896551724138,0.20570676669865362
458.9310344827586,0.189551891593242
460.17241379310343,0.16370496379656282
461.41379310344826,0.1416252289976446
462.6551724137931,0.12277763238244786
463.8965517241379,0.10500741516182499
465.13793103448273,0.08562185582599086
466.37931034482756,0.06677425921079415
467.62068965517244,0.05708075256622757
468.86206896551727,0.04469597836517491
470.1034482758621,0.0263863444706156
471.3448275862069,0.02584838174997819
472.58620689655174,0.03123237081624938
473.82758620689657,0.034464508999970916
475.0689655172414,0.03661781383581959
476.3103448275862,0.039848498066242105
477.55172413793105,0.04254121957602721
478.7931034482759,0.04361859897060106
480.0344827586207,0.030694408095611966
481.2758620689655,0.030694408095611966
482.51724137931035,0.030156445374974555
483.7586206896552,0.029079065980400706
485.0,0.029079065980400706
486.2413793103448,0.029079065980400706
487.48275862068965,0.029079065980400706
488.7241379310345,0.029079065980400706
489.9655172413793,0.025308965076041755
491.2068965517241,0.025308965076041755
492.44827586206895,0.025308965076041755
493.6896551724138,0.025308965076041755
494.9310344827586,0.025308965076041755
496.17241379310343,0.02584838174997819
497.41379310344826,0.02584838174997819
498.6551724137931,0.02584838174997819
499.8965517241379,0.03715723050975602
501.1379310344828,0.03715723050975602
502.37931034482756,0.04361859897060106
503.62068965517244,0.04361859897060106
504.86206896551727,0.04361859897060106
506.1034482758621,0.05061938410538253
507.3448275862069,0.05061938410538253
508.58620689655174,0.0527726889412312
509.82758620689657,0.04415656169123847
511.0689655172414,0.04900404199017127
512.3103448275862,0.0500799674314461
513.551724137931,0.04954200471080868
514.7931034482758,0.05385006833580505
516.0344827586207,0.05815813196080141
517.2758620689656,0.05815813196080141
518.5172413793103,0.056542789845590156
519.7586206896551,0.06785163860536798
521.0,0.06946698072057925
522.2413793103449,0.07539038646078687
523.4827586206897,0.07646776585536072
524.7241379310345,0.08077582948035708
525.9655172413793,0.09046788217162464
527.2068965517242,0.09800663002704353
528.448275862069,0.10231469365203989
529.6896551724138,0.10823809939224752
530.9310344827586,0.1077001366716101
532.1724137931035,0.10877751606618394
533.4137931034483,0.10985489546075779
534.6551724137931,0.11793160603681409
535.8965517241379,0.11523888452702899
537.1379310344828,0.11793160603681409
538.3793103448276,0.11631626392160282
539.6206896551724,0.13570182325743696
540.8620689655172,0.1497033935269999
542.1034482758621,0.16908895286283404
543.3448275862069,0.19009130826717843
544.5862068965517,0.20839948820843873
545.8275862068965,0.21163162639216027
547.0689655172414,0.21216958911279768
548.3103448275862,0.20624618337259004
549.551724137931,0.19116723370845326
550.7931034482758,0.19763005612259732
552.0344827586207,0.2046308412573788
553.2758620689656,0.21378493122800893
554.5172413793103,0.22186309575736424
555.7586206896551,0.23209456512256824
