,,,-505.999953020E-6,4.96000004,,,,,-505.999953020E-6,5.03999996,
,,,-503.999995999E-6,4.96000004,,,,,-503.999995999E-6,5.03999996,
,,,-501.999980770E-6,4.96000004,,,,,-501.999980770E-6,5.03999996,
,,,-499.999965541E-6,4.96000004,,,,,-499.999965541E-6,4.96000004,
,,,-497.999950312E-6,4.96000004,,,,,-497.999950312E-6,5.03999996,
,,,-495.999993291E-6,4.96000004,,,,,-495.999993291E-6,5.03999996,
,,,-493.999978062E-6,4.96000004,,,,,-493.999978062E-6,5.03999996,
,,,-491.999962833E-6,4.96000004,,,,,-491.999962833E-6,5.03999996,
,,,-490.000005811E-6,4.96000004,,,,,-490.000005811E-6,5.03999996,
,,,-487.999990582E-6,4.96000004,,,,,-487.999990582E-6,4.96000004,
,,,-485.999975353E-6,4.96000004,,,,,-485.999975353E-6,5.03999996,
,,,-483.999989228E-6,4.96000004,,,,,-483.999989228E-6,5.03999996,
,,,-481.999973999E-6,4.96000004,,,,,-481.999973999E-6,5.03999996,
,,,-479.999987874E-6,4.96000004,,,,,-479.999987874E-6,5.03999996,
,,,-477.999972645E-6,4.96000004,,,,,-477.999972645E-6,5.03999996,
,,,-475.999986520E-6,4.96000004,,,,,-475.999986520E-6,5.03999996,
,,,-473.999971291E-6,4.96000004,,,,,-473.999971291E-6,5.03999996,
,,,-471.999985166E-6,5.03999996,,,,,-471.999985166E-6,5.03999996,
,,,-469.999969937E-6,5.03999996,,,,,-469.999969937E-6,5.03999996,
,,,-467.999983812E-6,4.96000004,,,,,-467.999983812E-6,5.03999996,
,,,-465.999968583E-6,4.96000004,,,,,-465.999968583E-6,5.03999996,
,,,-463.999982458E-6,4.96000004,,,,,-463.999982458E-6,4.96000004,
,,,-461.999967229E-6,4.96000004,,,,,-461.999967229E-6,4.96000004,
,,,-459.999981103E-6,4.96000004,,,,,-459.999981103E-6,4.96000004,
,,,-457.999965874E-6,4.96000004,,,,,-457.999965874E-6,4.96000004,
,,,-455.999979749E-6,4.96000004,,,,,-455.999979749E-6,4.88000011,
,,,-453.999993624E-6,4.96000004,,,,,-453.999993624E-6,4.79999971,
,,,-451.999978395E-6,4.88000011,,,,,-451.999978395E-6,4.79999971,
,,,-449.999992270E-6,4.88000011,,,,,-449.999992270E-6,4.79999971,
,,,-447.999977041E-6,4.88000011,,,,,-447.999977041E-6,4.79999971,
,,,-445.999990916E-6,4.96000004,,,,,-445.999990916E-6,4.71999979,
,,,-443.999975687E-6,4.88000011,,,,,-443.999975687E-6,4.63999987,
,,,-441.999989562E-6,4.79999971,,,,,-441.999989562E-6,4.63999987,
,,,-439.999974333E-6,4.71999979,,,,,-439.999974333E-6,4.55999994,
,,,-437.999988208E-6,4.79999971,,,,,-437.999988208E-6,4.55999994,
,,,-435.999972979E-6,4.71999979,,,,,-435.999972979E-6,4.48000002,
,,,-433.999986853E-6,4.71999979,,,,,-433.999986853E-6,4.40000010,
,,,-431.999971624E-6,4.63999987,,,,,-431.999971624E-6,4.40000010,
,,,-429.999985499E-6,4.63999987,,,,,-429.999985499E-6,4.31999969,
,,,-427.999970270E-6,4.55999994,,,,,-427.999970270E-6,4.31999969,
,,,-425.999984145E-6,4.55999994,,,,,-425.999984145E-6,4.23999977,
,,,-423.999968916E-6,4.48000002,,,,,-423.999968916E-6,4.15999985,
,,,-421.999982791E-6,4.48000002,,,,,-421.999982791E-6,4.15999985,
,,,-419.999967562E-6,4.40000010,,,,,-419.999967562E-6,4.07999992,
,,,-417.999981437E-6,4.40000010,,,,,-417.999981437E-6,4.00000000,
,,,-415.999966208E-6,4.31999969,,,,,-415.999966208E-6,3.91999984,
,,,-413.999980083E-6,4.31999969,,,,,-413.999980083E-6,3.91999984,
,,,-411.999993958E-6,4.23999977,,,,,-411.999993958E-6,3.83999991,
,,,-409.999978729E-6,4.15999985,,,,,-409.999978729E-6,3.67999983,
,,,-407.999992603E-6,4.07999992,,,,,-407.999992603E-6,3.67999983,
,,,-405.999977374E-6,4.07999992,,,,,-405.999977374E-6,3.59999990,
,,,-403.999991249E-6,4.00000000,,,,,-403.999991249E-6,3.51999998,
,,,-401.99997602E-6,4.00000000,,,,,-401.99997602E-6,3.43999982,
,,,-399.99998990E-6,3.91999984,,,,,-399.99998990E-6,3.35999990,
,,,-397.99997467E-6,3.83999991,,,,,-397.99997467E-6,3.35999990,
,,,-395.99998854E-6,3.75999999,,,,,-395.99998854E-6,3.19999981,
,,,-393.99997331E-6,3.67999983,,,,,-393.99997331E-6,3.19999981,
,,,-391.99998719E-6,3.59999990,,,,,-391.99998719E-6,3.11999989,
,,,-389.99997196E-6,3.59999990,,,,,-389.99997196E-6,2.96000004,
,,,-387.99998583E-6,3.51999998,,,,,-387.99998583E-6,2.96000004,
,,,-385.99997060E-6,3.43999982,,,,,-385.99997060E-6,2.87999988,
,,,-383.99998448E-6,3.35999990,,,,,-383.99998448E-6,2.79999995,
,,,-381.99996925E-6,3.27999997,,,,,-381.99996925E-6,2.72000003,
,,,-379.99998312E-6,3.27999997,,,,,-379.99998312E-6,2.6399999,
,,,-377.99996790E-6,3.19999981,,,,,-377.99996790E-6,2.5599999,
,,,-375.99998177E-6,3.11999989,,,,,-375.99998177E-6,2.4800000,
,,,-373.99996654E-6,3.03999996,,,,,-373.99996654E-6,2.3199999,
,,,-371.99998042E-6,2.96000004,,,,,-371.99998042E-6,2.3199999,
,,,-369.99996519E-6,2.87999988,,,,,-369.99996519E-6,2.2400000,
,,,-367.99997906E-6,2.79999995,,,,,-367.99997906E-6,2.1599998,
,,,-365.99999294E-6,2.72000003,,,,,-365.99999294E-6,2.0799999,
,,,-363.99997771E-6,2.6399999,,,,,-363.99997771E-6,2.0000000,
,,,-361.99999158E-6,2.5599999,,,,,-361.99999158E-6,1.8399999,
,,,-359.99997635E-6,2.4800000,,,,,-359.99997635E-6,1.8399999,
,,,-357.99999023E-6,2.3999999,,,,,-357.99999023E-6,1.7600000,
,,,-355.99997500E-6,2.3199999,,,,,-355.99997500E-6,1.5999999,
,,,-353.99998887E-6,2.2400000,,,,,-353.99998887E-6,1.5200000,
,,,-351.99997365E-6,2.1599998,,,,,-351.99997365E-6,1.4399999,
,,,-349.99998752E-6,2.0799999,,,,,-349.99998752E-6,1.3600000,
,,,-347.99997229E-6,2.0000000,,,,,-347.99997229E-6,1.2800000,
,,,-345.99998617E-6,1.9200000,,,,,-345.99998617E-6,1.1999999,
,,,-343.99997094E-6,1.8399999,,,,,-343.99997094E-6,1.1200000,
,,,-341.99998481E-6,1.7600000,,,,,-341.99998481E-6,1.0400000,
,,,-339.99996958E-6,1.6799999,,,,,-339.99996958E-6,959.999978542E-3,
,,,-337.99998346E-6,1.5999999,,,,,-337.99998346E-6,879.999995232E-3,
,,,-335.99996823E-6,1.5200000,,,,,-335.99996823E-6,719.999969006E-3,
,,,-333.99998210E-6,1.4399999,,,,,-333.99998210E-6,639.999985695E-3,
