Chi^2_red,R^2,w_1,w_2,g_1,g_2,A
97.6303,0.7912,40.8325 ± 0.0585,-1.3676 ± 29229706.6641,0.2884 ± 0.0881,17186.0797 ± 2210929682.5120,0.1095 ± 14085.8302
