Chi^2_red,R^2,x_0,c_1,c_2,alpha,lambda
9.2243,0.9566,-1.3161 ± 0.0343,223896.0679 ± 8124.6676,0.5863 ± 0.0112,1.4777 ± 0.0101,8.8897 ± 0.0065
