R^2,y_0,A,w,theta_0
0.9999000180467169,-0.7626984521158151+-4.856090121856098e-05,316.9717995627672+-0.00029522789101520466,1.0022508617369583+-1.1131942707517885e-06,-0.17136483563301574+-1.4319418413747014e-06
