Distance_(pixels),Gray_Value
474,23.4074
475,25.4815
476,24.9630
477,26.1481
478,27.5926
479,29.5185
480,31.4444
481,32.0370
482,31.2593
483,30.3704
484,30.7407
485,31.8889
486,33.3333
487,35.2222
488,37.0000
489,37.9630
490,38.8519
491,39.1111
492,38.9630
493,38.9630
494,38.4074
495,39.1852
496,40.4074
497,41.2963
498,41.0370
499,40.5926
500,42.1111
501,42.3333
502,41.8519
503,41.1111
504,40.5926
505,40.5185
506,41.1481
507,42.1852
508,42.4074
509,41.5926
510,40.5185
511,39.6296
512,39.3333
513,38.7778
514,38.7778
515,38.6296
516,36.6296
517,35.4074
518,34.8519
519,34.5556
520,34.1111
521,33.6667
522,33.2963
523,33.1111
524,31.2593
525,29.2963
526,28.0370
527,27.2963
528,26.9259
529,26.5926
530,25.2963
531,24.0741
532,23.6667
533,22.5926
534,21.0000
535,19.5556
536,18.7778
537,17.9630
538,16.5556
539,15.0370
540,13.7037
541,13.1852
542,12.8519
543,11.8889
544,10.6667
545,9.4444
546,8.7407
547,8.2222
548,6.6296
549,5.6667
550,5.8148
551,5.7778
552,5.1481
553,4.4444
554,3.5185
555,3.0370
556,2.5185
557,2.1852
558,2.1111
559,1.8889
560,1.4815
561,1.3704
562,1.3333
563,1.1481
564,1.0000
565,1.0000
566,1.0000
567,1.0000
568,1.0000
569,1.0000
570,1.0000
571,1.0000
572,1.0000
573,1.0000
574,1.0000
575,1.0000
576,1.0000
577,1.0000
578,1.0000
579,1.0000
580,1.0000
581,1.0000
582,1.0000
583,1.0000
584,1.0000
