Distance_(pixels),Gray_Value
425,1.7778
426,1.7778
427,1.7778
428,2.5556
429,2.5556
430,3.0000
431,3.0000
432,3.0000
433,3.4815
434,3.4815
435,3.6296
436,3.0370
437,3.3704
438,3.4444
439,3.4074
440,3.7037
441,4.0000
442,4.0000
443,3.8889
444,4.6667
445,4.7778
446,5.1852
447,5.2593
448,5.5556
449,6.2222
450,6.7407
451,7.0370
452,7.4444
453,7.4074
454,7.4815
455,7.5556
456,8.1111
457,7.9259
458,8.1111
459,8.0000
460,9.3333
461,10.2963
462,11.6296
463,13.0741
464,14.3333
465,14.5556
466,14.5926
467,14.1852
468,13.1481
469,13.5926
470,14.0741
471,14.7037
472,15.2593
473,15.9630
474,16.4815
475,16.9259
476,19.1852
477,20.7037
478,22.7407
479,24.8519
480,26.1852
481,26.7037
482,26.4815
483,26.2222
484,26.7407
485,27.2593
486,28.1481
487,29.0370
488,30.1481
489,31.3333
490,32.5185
491,33.3333
492,33.0000
493,34.3333
494,35.8889
495,36.7778
496,36.9630
497,37.1111
498,38.2593
499,39.7037
500,39.6296
501,39.9630
502,40.3333
503,40.9259
504,41.4074
505,41.6296
506,41.9259
507,42.5185
508,42.0741
509,41.6667
510,40.8148
511,40.0741
512,39.6296
513,39.8148
514,40.3704
515,40.7037
516,39.1111
517,38.2222
518,37.5556
519,36.8889
520,36.1852
521,35.5556
522,34.9259
523,34.5556
524,33.5926
525,32.2963
526,30.7778
527,29.3704
528,27.9630
529,26.7037
530,25.8148
531,25.4074
532,24.2963
533,23.9630
534,23.1481
535,21.8889
536,20.3704
537,19.1111
538,17.8148
539,17.3333
540,16.4815
541,16.0741
542,15.7037
543,14.7037
544,13.8519
545,12.7407
546,11.4444
547,11.0000
548,8.3333
549,6.6296
550,6.5185
551,5.8519
552,5.2222
553,4.7407
554,3.8889
555,3.5926
556,2.5926
557,1.8519
558,1.8148
559,1.6667
560,1.4815
561,1.4815
562,1.7778
563,2.0000
564,1.9259
565,2.2222
566,2.2222
567,2.1111
568,1.6667
569,1.4444
570,1.0000
571,1.0000
572,1.0000
573,1.0000
574,1.0000
575,1.0000
576,1.0000
577,1.0000
578,1.0000
579,1.0000
580,1.0000
581,1.0000
582,1.0000
583,1.0000
584,1.0000
